"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"name";"message";"id";"created_time";"from.name";"from.id";"status_type"
"0";"1";"None";"310621318958658";"seed";"";"";"None";"None";"";"";"";"";"";"";""
"1";"2";"1";"310621318958658_4675059872514759";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"We need more eyes on the ground. 👀  As the 2022 Philippine election draws nearer, movers can help report suspicious claims related to the elections.   Join our growing community of fact check volunteers by signing up to be a mover: rplr.co/moveph #CourageON  #FactsMatterPH";"310621318958658_4675059872514759";"2021-06-28T22:09:17+0000";"Rappler";"310621318958658";"added_photos"
"1";"3";"1";"310621318958658_4675045639182849";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"Fraternity brothers of President Rodrigo Duterte and a retired cop involved in the P50-million Jack Lam bribery scandal were found guilty of plunder by the anti-graft court Sandiganbayan.  https://www.rappler.com/nation/national-news/duterte-fraternity-brothers-guilty-plunder-immigration-bribery-case";"310621318958658_4675045639182849";"2021-06-28T22:01:35+0000";"Rappler";"310621318958658";"added_photos"
"1";"4";"1";"310621318958658_4674922322528514";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"Not yet registered? Our national heroes can guide you! 🇵🇭  LOOK: Here’s another poster released by COMELEC to promote voter education. Comelec launched magparehistroka.com, an interactive website featuring Philippines’ national heroes.  https://www.rappler.com/nation/elections/magparehistro-ka-website-philippine-heroes-guide-voter-registration-2022-polls";"310621318958658_4674922322528514";"2021-06-28T21:00:42+0000";"Rappler";"310621318958658";"added_photos"
"1";"5";"1";"310621318958658_4674853479202065";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"""The worst thing the opposition can do is to claim PNoy solely as their own and to use his death as a rallying cry against fellow Filipinos of goodwill."" #Opinion   Read this #ThoughtLeaders piece by Tony La Viña and Christian Laluna.";"310621318958658_4674853479202065";"2021-06-28T20:25:19+0000";"Rappler";"310621318958658";"shared_story"
"1";"6";"1";"310621318958658_4674806869206726";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"The National Historical Commission of the Philippines has designated the official residence of the Philippine Ambassador to the United States in Washington, DC as a historical landmark.  READ: https://www.rappler.com/nation/home-philippines-ambassador-united-states-named-historical-site?utm_source=facebook&utm_medium=social";"310621318958658_4674806869206726";"2021-06-28T20:00:55+0000";"Rappler";"310621318958658";"added_photos"
"1";"7";"1";"310621318958658_4674675552553191";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"LOOK: The Philippines receives its first shipment of Moderna's coronavirus vaccine on Sunday, June 27. An initial 249,600 Moderna doses arrived at around 11 pm at NAIA Terminal 3. Photo by Rappler  FULL STORY: https://www.rappler.com/nation/philippines-first-moderna-vaccine-covid-19-delivery-june-27-2021";"310621318958658_4674675552553191";"2021-06-28T19:00:32+0000";"Rappler";"310621318958658";"added_photos"
"1";"8";"1";"310621318958658_4674528932567853";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"‘It has been 9 years. But we still feel his presence every day.’  Vice President Leni Robredo shares an old photo with her late husband, former interior secretary Jesse Robredo, on their 34th wedding anniversary on Sunday, June 27.  rappler.com";"310621318958658_4674528932567853";"2021-06-28T18:00:25+0000";"Rappler";"310621318958658";"added_photos"
"1";"9";"1";"310621318958658_4674448142575932";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"Prosecutors are asking for a 30-year prison sentence, double the upper limit indicated in sentencing guidelines for a first-time offender.";"310621318958658_4674448142575932";"2021-06-28T17:32:12+0000";"Rappler";"310621318958658";"shared_story"
"1";"10";"1";"310621318958658_4674364212584325";"data";"data.*";"fetched (200)";"2021-07-28 18:31:12.380378";"Facebook:/<page-id>/posts";"";"Cosmic wings. 🦋  LOOK: NASA shares a photo of the Butterfly Nebula, with a wingspan covering over three light-years. The nebula is ejecting layers of gas from a dying star at the center.  Photo from NASA Instagram";"310621318958658_4674364212584325";"2021-06-28T17:01:32+0000";"Rappler";"310621318958658";"added_photos"
